Mix_fact,Accuracy,TPR,TNR,PPV,NMI preds and y,NMI preds and s,prob_pos_sex_Male_0.0,prob_pos_sex_Male_1.0,prob_pos_sex_Male_0.0-sex_Male_1.0,prob_pos_sex_Male_0.0/sex_Male_1.0,TPR_sex_Male_0.0,TPR_sex_Male_1.0,TPR_sex_Male_0.0-sex_Male_1.0,TPR_sex_Male_0.0/sex_Male_1.0,TNR_sex_Male_0.0,TNR_sex_Male_1.0,TNR_sex_Male_0.0-sex_Male_1.0,TNR_sex_Male_0.0/sex_Male_1.0,PPV_sex_Male_0.0,PPV_sex_Male_1.0,PPV_sex_Male_0.0-sex_Male_1.0,PPV_sex_Male_0.0/sex_Male_1.0,NMI preds and y_sex_Male_0.0,NMI preds and y_sex_Male_1.0,NMI preds and y_sex_Male_0.0-sex_Male_1.0,NMI preds and y_sex_Male_0.0/sex_Male_1.0,NMI preds and s_sex_Male_0.0,NMI preds and s_sex_Male_1.0,NMI preds and s_sex_Male_0.0-sex_Male_1.0,NMI preds and s_sex_Male_0.0/sex_Male_1.0
0.0,0.7492596248766041,0.7423148339178873,0.755631270111679,0.7359378195950093,0.18705568797351518,0.07579119632400118,0.3470046278605698,0.6708905522484824,0.3238859243879126,0.5172298621549932,0.6239519063439329,0.9641268900088942,0.34017498366496124,0.6471678290584519,0.9738795710750618,0.5226494472165151,0.45123012385854677,0.5366674306963483,0.9651290835678453,0.5713783712553808,0.3937507123124645,0.5920227469916617,0.35071332717255344,0.237763977120916,0.11294935005163745,0.6779439465211268,5.25,5.25,0.0,1.0
0.1,0.8671767028627838,0.8420672580977925,0.8902138936210486,0.875576531159498,0.4351992602986423,0.0007125307833432087,0.4469494331932238,0.47851712147109093,0.031567688277867156,0.9340301801933031,0.8008226546432526,0.9193596205158613,0.11853696587260865,0.8710657252859372,0.9630647969938594,0.8124449662459642,0.1506198307478952,0.8436036378673121,0.9617174883632564,0.7638871782239192,0.19783031013933727,0.7942947772780716,0.5026329574892017,0.4252039660969481,0.07742899139225357,0.8459532144906813,-4.5,0.0,4.5,-inf
0.2,0.8857107601184601,0.8456777388075098,0.922439901571077,0.9091211533130025,0.49160525075499945,0.0018473786336486357,0.4662675667643188,0.415689279189014,0.0505782875753048,0.8915251860079081,0.831672203765227,0.8719241031722502,0.04025189940702323,0.953835546854849,0.9571075061864174,0.8854319538205655,0.07167555236585188,0.9251123286542363,0.9573848115097432,0.8339713597050901,0.12341345180465313,0.8710931588625926,0.5293409208702837,0.4623174648904675,0.06702345597981624,0.8733831953335033,0.0,0.0,0.0,nan
0.3,0.8894373149062191,0.876727872911079,0.9010978610637895,0.8905071248952221,0.49799422433411034,0.006024521908072074,0.5095316944762875,0.4176931690929451,0.09183852538334242,0.8197589543909788,0.8813478879924063,0.8680699673880818,0.013277920604324422,0.984934529502794,0.9212721107139584,0.8795616867234126,0.04171042399054581,0.9547251854197328,0.9284226314473794,0.8263016791308029,0.10212095231657647,0.8900059640323789,0.5345777368127033,0.4482232144428437,0.08635452236985958,0.8384621797295029,0.0,1.25,1.25,0.0
0.4,0.8905725567620928,0.8618733237053847,0.9169032746545523,0.9049063143073757,0.5035245172186696,0.006262635860402818,0.49479896403855134,0.4014852360464431,0.09331372799210824,0.8114108258625257,0.8660022148394242,0.8541357841683961,0.011866430671028105,0.986297459212355,0.9352946567683988,0.8972703257998239,0.03802433096857494,0.9593450783735306,0.9394199416509353,0.8458602466236054,0.09355969502732997,0.9004069523338963,0.5357399894900415,0.4592656731369119,0.07647431635312962,0.8572547917770265,-4.0,-3.25,0.75,1.2307692307692308
0.5,0.892497532082922,0.8901898081287394,0.8946148021957221,0.8857128194601253,0.5072533902562206,0.010059470903351601,0.5306330403770221,0.4118583131962044,0.11877472718081766,0.776164094311906,0.9035753836418289,0.8651052475541061,0.03847013608772276,0.9574245416772309,0.9014755751076895,0.8872908717346639,0.014184703373025576,0.9842650164189628,0.9139862377980477,0.8351459645105895,0.07884027328745813,0.9137401964854547,0.538388207382458,0.45661782220953456,0.0817703851729234,0.8481200292805899,0.0,-4.75,4.75,-inf
0.6,0.890350444225074,0.8902413864245925,0.8904505016089344,0.8817369093231162,0.500858619397933,0.013963035218946348,0.5416719738462191,0.40177992573819765,0.13989204810802147,0.7417402877341096,0.9118810314823604,0.8496887044174326,0.06219232706492783,0.9317977620788673,0.8872697277976355,0.8938460033264847,0.006576275528849207,0.9926427197700999,0.9035899043737263,0.840839078773654,0.06275082560007228,0.9305538659779908,0.5310869309996622,0.44821469282581183,0.08287223817385037,0.8439573008926046,-8.0,0.0,8.0,-inf
0.7,0.8893139190523198,0.8884361460697339,0.8901192504258943,0.8812093927456899,0.49768467387955173,0.019259575619090762,0.5511399821678767,0.38698650321211764,0.1641534789557591,0.7021564679265855,0.9186046511627907,0.8319003854135785,0.0867042657492122,0.9056130777919968,0.8746219411602969,0.9066627531552686,0.03204081199497166,0.964660716585669,0.8946152068407672,0.8547060615290892,0.039909145311677996,0.9553895965477575,0.5246511779470391,0.4486569346375552,0.0759942433094839,0.8551528205714709,-8.0,-3.0,5.0,2.6666666666666665
0.8,0.8905725567620928,0.8446461728904477,0.9327086882453152,0.9201033824025171,0.5087311942181975,0.022550693677071736,0.5127584596442066,0.3371839453055932,0.17557451433861343,0.6575882639548429,0.88609397247271,0.7669730210495108,0.11912095142319923,0.865566232111044,0.9198057006690495,0.9464827316309559,0.026677030961906323,0.9718145613539751,0.9275482321768651,0.904387344869778,0.023160887307087097,0.9750299914294152,0.5394895325086392,0.4540010154488932,0.08548851705974597,0.8415381357591456,-4.25,8.0,12.25,-0.53125
0.9,0.8626110562685094,0.8990096967196204,0.8292163543441227,0.8284614287751318,0.4296067435669245,0.04056718619447789,0.6188595932577591,0.38091589556197325,0.23794369769578583,0.6155126295397335,0.9513526340768865,0.8009190631485325,0.15043357092835408,0.8418740164898767,0.7663825497204656,0.8962919479502984,0.12990939822983283,0.8550590591303219,0.8251234906695939,0.8359894785703234,0.010865987900729457,0.9870022432347928,0.45524371218927256,0.3971026276818083,0.05814108450746425,0.8722858043928535,-5.0,-8.25,3.25,1.65
1.0,0.7659180651530109,0.8191664947390138,0.7170641680863146,0.7264992452312337,0.22165993885347848,0.18753857083001318,0.7496284974313251,0.2478340307656038,0.5017944666657213,0.3306091372124075,0.9649580762537573,0.5459531574266232,0.4190049188271341,0.565779147158568,0.4998625240582898,0.9489286762547696,0.44906615219647983,0.5267651158263511,0.6909265971907567,0.8758620689655172,0.18493547177476055,0.7888532015170057,0.2568992376416526,0.26825096642406526,0.01135172878241264,0.9576824309946111,4.0,0.0,4.0,0.0
