Mix_fact,Accuracy,TPR,TNR,PPV,prob_pos_sex_Male_1,prob_pos_sex_Male_0,prob_pos_sex_Male_0-sex_Male_1,prob_pos_sex_Male_0/sex_Male_1,TPR_sex_Male_1,TPR_sex_Male_0,TPR_sex_Male_0-sex_Male_1,TPR_sex_Male_0/sex_Male_1,TNR_sex_Male_1,TNR_sex_Male_0,TNR_sex_Male_0-sex_Male_1,TNR_sex_Male_0/sex_Male_1,PPV_sex_Male_1,PPV_sex_Male_0,PPV_sex_Male_0-sex_Male_1,PPV_sex_Male_0/sex_Male_1
0.0,0.7895842547545334,0.7228430934286991,0.8115175554576172,0.5575862068965517,0.3609341825902335,0.23622047244094488,0.12471371014928864,0.6544696618805003,0.7148090005232862,0.7699386503067485,0.05512964978346224,0.9283973472931925,0.7996201329534662,0.8308285163776493,0.031208383424183084,0.9624370338656052,0.6180995475113122,0.36376811594202896,0.2543314315692833,0.5885267468754641
0.1,0.8094869526758072,0.6723290120697363,0.8545614808285589,0.603047313552526,0.3089988567695574,0.2060938034919548,0.1029050532776026,0.6669727054869129,0.6572475143903715,0.7607361963190185,0.10348868192864691,0.8639624584325045,0.8490028490028491,0.8635838150289017,0.014580966026052633,0.9831157488453339,0.6638477801268499,0.4119601328903654,0.25188764723648444,0.6205641492265697
0.2,0.8195488721804511,0.6084041126508717,0.8889378580872631,0.6428908833254605,0.2588600359300996,0.18212940773707634,0.07673062819302326,0.70358256376916,0.5902668759811617,0.7147239263803681,0.1244570503992064,0.8258669595272906,0.8915004748338081,0.8847784200385357,0.006722054795272436,0.9924598415984853,0.7116719242902209,0.43796992481203006,0.2737019994781908,0.6154098677544926
0.3,0.8227554179566563,0.565042467590523,0.9074482150727192,0.6673706441393875,0.2278294953454189,0.17083190688120506,0.05699758846421385,0.7498234880527732,0.5395081109366824,0.7147239263803681,0.1752158154436857,0.7548482582204226,0.9135802469135802,0.897495183044316,0.016085063869264227,0.9823933760349945,0.739068100358423,0.46693386773547096,0.272134232622952,0.6317873380125917
0.4,0.8236399823087129,0.5252570406794814,0.9216982517996181,0.6879391100702577,0.19990200881920628,0.1656966792194454,0.034205329599760886,0.8288895154090393,0.49502878074306644,0.7024539877300614,0.20742520698699496,0.7047134607958063,0.9339981006647673,0.9017341040462428,0.032263996618524526,0.9654560361572889,0.7728758169934641,0.4731404958677686,0.2997353211256955,0.6121817832369437
0.5,0.8222025652366209,0.4957532409476978,0.9294843543411194,0.6979232221522971,0.18226359627633512,0.16193084560082163,0.02033275067551349,0.8884431609442929,0.4610151753008896,0.6993865030674846,0.23837132776659503,0.6591708208249563,0.9442070275403609,0.905587668593449,0.03861935894691193,0.9590986321638438,0.7894265232974911,0.4820295983086681,0.307396924988823,0.6106073004681879
0.6,0.8212074303405573,0.4666964684845776,0.9377111796679888,0.7111716621253406,0.16446186509880778,0.1578226634714139,0.00663920162739387,0.959630753163324,0.42700156985871274,0.6993865030674846,0.2723849332087719,0.6105373323418437,0.954653371320038,0.9102119460500964,0.04444142526994166,0.9534475793989071,0.8103277060575969,0.4945770065075922,0.3157506995500047,0.6103419675896389
0.7,0.8183325961963733,0.4295932051855163,0.946084912589981,0.723644578313253,0.14241384942021884,0.156110920917494,0.01369707149727517,0.9122606450799544,0.3825222396650968,0.7055214723926381,0.3229992327275413,0.5421836962209633,0.9665242165242165,0.9129094412331407,0.053614775291075834,0.944528264916234,0.838302752293578,0.5043859649122807,0.33391678738129726,0.6016751865985073
0.8,0.8111455108359134,0.3759499329459097,0.9541648303217276,0.7294015611448396,0.11513963743263106,0.1533721328312222,0.03823249539859114,0.7507207163855252,0.3202511773940345,0.7024539877300614,0.3822028103360269,0.4559034228404159,0.9779202279202279,0.915606936416185,0.06231329150404297,0.9362797805741615,0.8680851063829788,0.5111607142857143,0.35692439209726445,0.5888370973389355
0.9,0.8004201680672269,0.3035315154224408,0.9637138240047011,0.7332613390928726,0.08100604278948229,0.14720985963711058,0.0662038168476283,0.5502759325304134,0.23809523809523808,0.6871165644171779,0.44902132632193986,0.34651360544217685,0.9902659069325735,0.920616570327553,0.0696493366050206,0.9296660259457332,0.9173387096774194,0.5209302325581395,0.39640847711927985,0.5678711985688729
1.0,0.7819548872180451,0.2253017434063478,0.9648890847656824,0.6783310901749664,0.04834231585823943,0.1530297843204382,0.10468746846219878,0.3159013526217391,0.14599686028257458,0.6901840490797546,0.5441871887971801,0.21153322867608584,0.9959639126305793,0.9144508670520232,0.0815130455785561,0.9181566274190993,0.9425675675675675,0.5033557046979866,0.4392118628695809,0.5340261239806596
