Mix_fact,Accuracy,prob_pos,TPR,TNR,PPV,Renyi preds and s,Accuracy_sens_0.0,Accuracy_sens_1.0,Accuracy_sens_0.0-sens_1.0,Accuracy_sens_0.0/sens_1.0,prob_pos_sens_0.0,prob_pos_sens_1.0,prob_pos_sens_0.0-sens_1.0,prob_pos_sens_0.0/sens_1.0,TPR_sens_0.0,TPR_sens_1.0,TPR_sens_0.0-sens_1.0,TPR_sens_0.0/sens_1.0,TNR_sens_0.0,TNR_sens_1.0,TNR_sens_0.0-sens_1.0,TNR_sens_0.0/sens_1.0,PPV_sens_0.0,PPV_sens_1.0,PPV_sens_0.0-sens_1.0,PPV_sens_0.0/sens_1.0
0.0,0.5991115498519249,0.41643632773938793,0.5161125319693095,0.6764902241297092,0.597961360673225,0.636576752581114,0.6002881111770189,0.5974701501359498,0.002817961041069017,0.9953056524215619,0.15074993644606388,0.7870906726563424,0.6363407362102784,0.19152804331589882,0.2710054559625877,0.984077380952381,0.7130719249897932,0.2753903922680462,0.9924805050129967,0.3427142576975878,0.6497662473154089,0.3453108206826691,0.9772344013490725,0.49662060678882547,0.480613794560247,0.5081898530211795
0.1,0.8849950641658441,0.46559723593287267,0.8633248081841433,0.9051979017644254,0.8946252517756811,0.008831252954616146,0.8951360054232692,0.8708476179217401,0.024288387501529063,0.9728662601499934,0.46186763833573424,0.4708003310083934,0.00893269267265917,0.9810265794556123,0.8283710054559625,0.9300595238095238,0.1016885183535613,0.8906645050662509,0.9746565168956554,0.8318297705432438,0.14282674635241155,0.853459404542511,0.9749564260159619,0.7846829880728186,0.19027343794314333,0.804839033965167
0.2,0.8959772951628825,0.4357601184600197,0.8437851662404092,0.9446351931330472,0.9342470408336637,0.06450972847941605,0.897381577832387,0.8940182054616385,0.003363372370748574,0.9962520153590931,0.46284213202270996,0.39797848445442724,0.06486364756828272,0.8598579449005301,0.8313328137178488,0.8675595238095238,0.036226710091674996,0.9582429688137125,0.9760490159673227,0.9114532261227691,0.06459578984455361,0.9338191127824299,0.9763822775540095,0.8658844497252339,0.1104978278287756,0.886829338908537
0.3,0.9105626850937808,0.4688055281342547,0.8931457800511509,0.9268001907486886,0.9191935144240893,0.10211350678455415,0.9204728412846369,0.8967372029790756,0.023735638305561357,0.9742136462468189,0.5119481399881366,0.4086180399574418,0.10333010003069482,0.7981629544877548,0.8977396726422447,0.884375,0.013364672642244724,0.9851129753429415,0.9475492016338656,0.90488331045303,0.042665891180835525,0.954972373880674,0.9532400893817761,0.8596846521047302,0.09355543727704585,0.9018553265655023
0.4,0.9104886475814412,0.48013326752221125,0.9048081841432225,0.9157844539818789,0.9092264199434593,0.11728486831210341,0.9215744428438268,0.8950230523702565,0.026551390473570358,0.9711890985261732,0.5297432420981273,0.41092327698309494,0.11881996511503234,0.7757027260141571,0.9151208106001559,0.8851190476190476,0.03000176298110835,0.967215516646996,0.9292610471593019,0.9015493233967444,0.027711723762557483,0.9701787524105625,0.9390546268895466,0.8555811277330264,0.08347349915652014,0.9111090060511055
0.5,0.9099210266535045,0.48084896347482725,0.9049616368286445,0.9145445875059609,0.9080270991582837,0.13782220318525457,0.918778069655114,0.8975647239626433,0.021213345692470686,0.9769113495488267,0.5391492246419795,0.399515309138196,0.13963391550378346,0.7410106346781692,0.9212003117692907,0.8739583333333333,0.047241978435957455,0.948716931776518,0.915893056071296,0.913120219650912,0.0027728364203840616,0.9969725325440526,0.9288015717092338,0.8689155200473443,0.05988605166188954,0.9355233092987948
0.6,0.9131539980256663,0.4789980256663376,0.9063938618925831,0.9194563662374822,0.9129785151218507,0.15353891494672375,0.921701550716041,0.901229459747015,0.020472090969026024,0.977788807067622,0.5439369544953817,0.3884028845017142,0.15553406999366753,0.7140586446494359,0.9282930631332814,0.8645833333333334,0.06370972979994804,0.9313689476630282,0.9138507240995173,0.9253775250049029,0.011526800905385604,0.9875436774787408,0.9277145972892974,0.8841880992238624,0.04352649806543496,0.9530820166109106
0.7,0.9086377097729517,0.4762092793682132,0.8988235294117647,0.9177873152122079,0.9106550580431177,0.1903331876621614,0.9168290822811627,0.8972100721125429,0.019619010168619777,0.9786012348999601,0.5566901110075417,0.3639319068447807,0.19275820416276102,0.6537423597953052,0.9355416991426344,0.8287202380952381,0.10682146104739632,0.8858185999135137,0.8945414036390642,0.9423416356148264,0.04780023197576222,0.9492750503965844,0.9135398432148565,0.9044989442910508,0.009040898923805663,0.99010344322587
0.8,0.9020730503455084,0.4928923988153998,0.909309462915601,0.8953266571292322,0.8900961345884238,0.22629668800722105,0.908397593424286,0.893249793119754,0.015147800304532,0.9833247022953562,0.5886789255147868,0.359262324151791,0.22941660136299585,0.6102856898395402,0.9572096648480125,0.8178571428571428,0.13935252199086967,0.8544179743389905,0.8502599331600446,0.942929986271818,0.09267005311177345,0.901721172875014,0.883906722326184,0.9042448173741362,0.020338095047952254,0.977508198380376
0.9,0.8863277393879566,0.49511352418558735,0.8952941176470588,0.8779685264663806,0.8724454192004785,0.28149338648004446,0.8902635369883908,0.8808369783662371,0.009426558622153691,0.9894114964496444,0.614269977120583,0.3288804823265161,0.28538949479406683,0.5354005479287097,0.9640685892439594,0.7639880952380952,0.20008049400586425,0.7924623867656853,0.8023579650946899,0.957834869582271,0.1554769044875811,0.8376788009864504,0.8531521589184715,0.9227174694464414,0.06956531052796988,0.9246082220923988
