Mix_fact,Accuracy,prob_pos,TPR,TNR,PPV,Renyi preds and s,Accuracy_sens_0.0,Accuracy_sens_1.0,Accuracy_sens_0.0-sens_1.0,Accuracy_sens_0.0/sens_1.0,prob_pos_sens_0.0,prob_pos_sens_1.0,prob_pos_sens_0.0-sens_1.0,prob_pos_sens_0.0/sens_1.0,TPR_sens_0.0,TPR_sens_1.0,TPR_sens_0.0-sens_1.0,TPR_sens_0.0/sens_1.0,TNR_sens_0.0,TNR_sens_1.0,TNR_sens_0.0-sens_1.0,TNR_sens_0.0/sens_1.0,PPV_sens_0.0,PPV_sens_1.0,PPV_sens_0.0-sens_1.0,PPV_sens_0.0/sens_1.0
0.0,0.6023445212240869,0.47243336623889437,0.5774936061381074,0.6255126371006199,0.5897717181215065,0.6331547452031334,0.6456232522667571,0.541967135595224,0.10365611667153307,0.8394479809895312,0.2048131514278451,0.8457855538479726,0.6409724024201275,0.24215730630066973,0.36243180046765394,0.9880952380952381,0.6256634376275843,0.3667984486660594,0.9829186780542146,0.24798980192194547,0.7349288761322692,0.2522994093599544,0.961936284650393,0.46404360891746455,0.4978926757329285,0.4824057646251664
0.1,0.8867226061204343,0.48928923988154,0.8896675191815857,0.8839771101573677,0.8772823565015636,0.009531008651987473,0.9080162698076434,0.8570161957678213,0.051000074039822096,0.9438335239845139,0.48525548682315056,0.4949166568152264,0.009661169992075835,0.9804791981457137,0.861730319563523,0.9430059523809524,0.08127563281742944,0.9138121741307992,0.9631451912365392,0.8003530103941949,0.16279218084234426,0.8309785665509656,0.9653365930323933,0.7568374537202914,0.20849913931210184,0.7840140518685327
0.2,0.9000493583415597,0.4920039486673248,0.9062915601023018,0.8942298521697664,0.8887439807383628,0.053726267696740465,0.9177612066774002,0.8753398746896797,0.04242133198772058,0.953777375117761,0.5147445131768494,0.46027899278874573,0.054465520388103705,0.8941892162153244,0.897817614964926,0.9224702380952381,0.024652623130312135,0.9732754270953867,0.941515038989974,0.8442831927828987,0.09723184620707537,0.8967283132180423,0.9481438801547453,0.796070373699756,0.1520735064549893,0.8396092516779525
0.3,0.9109575518262586,0.45765054294175717,0.8819948849104859,0.9379589890319504,0.9298425366695428,0.09909588427223485,0.9178035759681383,0.9014067856720652,0.016396790296073105,0.9821347500430284,0.49944919922040504,0.3993379832131458,0.10011121600725925,0.7995567593991064,0.8837879968823071,0.8785714285714286,0.005216568310878578,0.9940974890705907,0.9583178611214259,0.9164542067071975,0.04186365441422846,0.9563154814152796,0.9619104173736003,0.8738898756660746,0.08802054170752571,0.9084940342492007
0.4,0.9032823297137216,0.5074777887462981,0.9256777493606138,0.8824034334763948,0.8800758644166707,0.1179675731656035,0.9148377256164731,0.8871616030263625,0.027676122590110652,0.9697475062350968,0.557410388950089,0.43781770894904837,0.11959268000104062,0.7854494957901672,0.9343725643024162,0.909077380952381,0.025295183350035222,0.9729281612962168,0.8915707389528407,0.8727201412041576,0.01885059774868303,0.9788568680811315,0.9112192155670417,0.8247603618199001,0.08645885374714157,0.9051173940692864
0.5,0.9109822309970385,0.4734698914116486,0.8984143222506394,0.9226990939437292,0.9155069064373208,0.14063765458426017,0.9192441318532327,0.8994562004965125,0.01978793135672019,0.978473693036444,0.5329209389034828,0.39053079560231707,0.14239014330116573,0.7328118808877315,0.9159002338269681,0.8650297619047619,0.05087047192220617,0.9444585009989018,0.9232268845154104,0.9221415963914493,0.0010852881239610257,0.9988244621748308,0.9342502782636349,0.8798244286362948,0.054425849627340095,0.9417438229416489
0.6,0.9118706811451135,0.48595755182625866,0.9122762148337595,0.9114926084883166,0.9057437407952872,0.15914529201988079,0.9203881027031607,0.8999881782716633,0.020399924431497407,0.9778355191993646,0.5533005677484959,0.3920085116444024,0.16129205610409347,0.708491070666298,0.9356975837879968,0.8675595238095238,0.068138059978473,0.9271793994565757,0.902153731897512,0.9213571288487938,0.019203396951281815,0.9791574880684151,0.9192893789723562,0.8790711700844391,0.04021820888791705,0.9562507630264633
0.7,0.9067127344521224,0.461253701875617,0.8813299232736573,0.9303767286599904,0.9218833600856072,0.20012580608260522,0.9167867129904246,0.8926587067029199,0.024128006287504666,0.9736819851928235,0.5457164647063808,0.343421208180636,0.20229525652574482,0.6293033661086468,0.9254091971940764,0.797172619047619,0.1282365781464574,0.8614271626700035,0.9065168956554029,0.9555795253971366,0.0490626297417337,0.9486566754123961,0.9218167701863355,0.9220309810671257,0.000214210880790211,0.999767674964086
0.8,0.8975567620927937,0.49518756169792694,0.9070076726342711,0.8887458273724368,0.8837278843757788,0.23077140409050576,0.9014913990339801,0.8920676202860858,0.009423778747894351,0.9895464573949427,0.5928734852978561,0.3589076723016905,0.2339658129961656,0.6053697478499607,0.9547155105222136,0.8159226190476191,0.1387928914745945,0.8546238225472245,0.8380987746008169,0.9422435771719945,0.10414480257117753,0.8894714646039267,0.8753662545558494,0.9029973649538867,0.02763111039803734,0.9694006743868534
0.9,0.8869693978282329,0.49294175715695954,0.8937084398976982,0.8806866952789699,0.8747371583057976,0.2778302061831999,0.8923820015252945,0.8794183709658352,0.01296363055945926,0.9854730031115584,0.6105414795356325,0.3288804823265161,0.2816609972091164,0.53867016959545,0.9625876851130164,0.7622023809523809,0.2003853041606355,0.7918264411027568,0.8087634608243595,0.9566581682682879,0.1478947074439284,0.8454048558309571,0.8570437196391395,0.9205607476635514,0.06351702802441195,0.9310018071206896
1.0,0.6816386969397829,0.5565646594274433,0.7468542199488492,0.6208392942298522,0.6474370344093651,0.74805026504612,0.6611304126768918,0.710249438467904,0.04911902579101224,0.9308425700455771,0.8711973561562579,0.11762619694999409,0.7535711592062638,0.1350167055935104,0.9896336710833983,0.2833333333333333,0.706300337750065,0.28630122601139374,0.2698663200891199,0.9915669739164542,0.7217006538273343,0.27216146482089054,0.6174982978309503,0.9567839195979899,0.3392856217670396,0.6453895024598694
