Mix_fact,Accuracy,TPR,TNR,PPV,NMI preds and y,NMI preds and s,prob_pos_sex_Male_0.0,prob_pos_sex_Male_1.0,prob_pos_sex_Male_0.0-sex_Male_1.0,prob_pos_sex_Male_0.0/sex_Male_1.0,TPR_sex_Male_0.0,TPR_sex_Male_1.0,TPR_sex_Male_0.0-sex_Male_1.0,TPR_sex_Male_0.0/sex_Male_1.0,TNR_sex_Male_0.0,TNR_sex_Male_1.0,TNR_sex_Male_0.0-sex_Male_1.0,TNR_sex_Male_0.0/sex_Male_1.0,PPV_sex_Male_0.0,PPV_sex_Male_1.0,PPV_sex_Male_0.0-sex_Male_1.0,PPV_sex_Male_0.0/sex_Male_1.0,NMI preds and y_sex_Male_0.0,NMI preds and y_sex_Male_1.0,NMI preds and y_sex_Male_0.0-sex_Male_1.0,NMI preds and y_sex_Male_0.0/sex_Male_1.0,NMI preds and s_sex_Male_0.0,NMI preds and s_sex_Male_1.0,NMI preds and s_sex_Male_0.0-sex_Male_1.0,NMI preds and s_sex_Male_0.0/sex_Male_1.0
0.0,0.5918065153010859,0.28731665228645387,0.7137919115105427,0.2868217054263566,1.0247750457279894e-06,0.310646180155413,0.05368189136513855,0.6113606809315522,0.5576787895664136,0.08780723562945122,0.07131901840490798,0.7360594795539034,0.6647404611489954,0.09689300985313255,0.9550640131829129,0.4243461070559611,0.5307179061269518,0.44431169136166665,0.4404104183109708,0.26800734796480713,0.17240307034616364,0.6085399818484062,0.003993849469221675,0.016374061195899806,0.01238021172667813,0.24391318814795726,7.1875,4.75,2.4375,0.6608695652173913
0.1,0.649284304047384,0.2997411561691113,0.7893190459730384,0.3630473403699446,0.007607579216204968,0.08687512158751089,0.11918481484619947,0.3993379832131458,0.2801531683669463,0.2984559943114273,0.18622188139059304,0.5355815188528943,0.34935963746230125,0.3477003496861544,0.9140575484852326,0.6396745742092458,0.2743829742759868,0.6998187097402219,0.5179523640241734,0.29854943753700414,0.2194029264871693,0.5764032723346553,0.020850487713881705,0.018249575510937983,0.0026009122029437212,0.8752589273385628,-6.5625,-8.0,1.4375,1.2190476190476192
0.2,0.6870434353405726,0.28593615185504745,0.8477359142758383,0.42933022412229566,0.02069420616371256,0.01950533960992631,0.140369460215236,0.2604326752571226,0.1200632150418866,0.5389855941718934,0.23747443762781187,0.38661710037174724,0.14914266274393537,0.6142367665565518,0.9077829889719863,0.7756995133819952,0.13208347558999112,0.8544988425707687,0.5608210081497133,0.330458465728552,0.23036254242116128,0.5892405258119983,0.035985017644401124,0.020274038755920716,0.015710978888480408,0.5634022180082253,-6.875,2.25,9.125,-3.0555555555555554
0.3,0.6868213228035538,0.3737704918032787,0.8122364327687521,0.44367062679229824,0.03187316620364193,0.002173964329647364,0.2222269299211931,0.26711195176734837,0.044885021846155254,0.8319617615416565,0.35672290388548056,0.40918746680828466,0.0524645629228041,0.8717835535578973,0.8444669793383192,0.7735705596107056,0.07089641972761351,0.9160459538830467,0.5321258341277407,0.3410046470458066,0.19112118708193415,0.6408346018470997,0.042786944301754164,0.02507760762116948,0.017709336680584685,0.5861041967453926,-7.875,-5.875,2.0,1.3404255319148937
0.4,0.6914363277393879,0.40077653149266607,0.8078810922917387,0.4552582573752818,0.038511898525782094,0.0018706005406376005,0.2694263198034065,0.22721361863104386,0.042212701172362616,0.843323765832662,0.42433537832310836,0.3518321826872013,0.07250319563590707,0.8291370473929708,0.8073900367600456,0.8084701946472019,0.0010801578871563189,0.9986639484123127,0.522094668973109,0.3446930280957336,0.17740164087737537,0.6602117366448103,0.04793736459911136,0.022149506834030597,0.025787857765080763,0.4620509913146371,-5.75,0.0,5.75,nan
0.5,0.6882280355380059,0.4715271786022433,0.7750432077428275,0.4564436649127203,0.047393683453249506,0.009916995362960153,0.338742479450894,0.23513417661662134,0.10360830283427264,0.6941384410888677,0.5171267893660532,0.37679235262878386,0.1403344367372693,0.7286266354344055,0.7497147927493979,0.8054288321167883,0.05571403936739039,0.9308268624790033,0.5060662914321451,0.35671191553544496,0.14935437589670014,0.7048719141635893,0.05407473086051181,0.027613912960123294,0.026460817900388515,0.510662050845054,5.25,4.125,1.125,0.7857142857142857
0.6,0.7185093780848963,0.3310612597066437,0.8737296923608711,0.512283044058745,0.049121783924015595,0.020972952652318185,0.23455639352597238,0.11549828584939117,0.1190581076765812,0.49241158645544264,0.39212678936605316,0.20419543281996813,0.18793135654608503,0.5207382876086801,0.8435796678920016,0.9098996350364964,0.06631996714449484,0.9271128764197881,0.5541907514450867,0.39355168884339814,0.16063906260168853,0.7101375976000822,0.05576436748142504,0.022527517820869702,0.03323684966055534,0.4039769271725992,-1.75,0.5,2.25,-3.5
0.7,0.7040720631786772,0.36669542709232095,0.8392326304873834,0.47747444107403664,0.042217070676791486,0.046536589789548714,0.29963562409965255,0.10810970563896442,0.19152591846068812,0.3608039129653335,0.45858895705521474,0.17578332448220924,0.2828056325730055,0.3833134701083626,0.7791862086449487,0.9112682481751825,0.13208203953023379,0.8550569058071227,0.5073529411764706,0.36194641880809186,0.1454065223683787,0.7134016370710217,0.04655059904413269,0.014419056889984667,0.03213154215414802,0.30975018981634495,0.0,-7.125,7.125,nan
0.8,0.6737660414610069,0.45340811044003454,0.7620463187003111,0.4329022159980229,0.03594459447894605,0.08162671314622487,0.4209812727734938,0.1302163376285613,0.2907649351449325,0.30931622390391544,0.5771983640081799,0.19622942113648434,0.3809689428716956,0.3399687756802156,0.6564837114970211,0.8886861313868614,0.23220241988984025,0.7387126774134857,0.45450885668276975,0.3354516568315933,0.11905719985117647,0.7380530695922742,0.03759928534403065,0.011199121677254946,0.0264001636667757,0.2978546420439596,3.5,6.1875,2.6875,0.5656565656565656
0.9,0.6521964461994078,0.5192407247627265,0.7054614586933978,0.4139211775225256,0.0350326918339058,0.1510470122071723,0.5330056774849589,0.11579382905780825,0.41721184842715064,0.2172468961385048,0.6873721881390593,0.1699415825809878,0.5174306055580715,0.24723371924761034,0.5435416402585879,0.8997110705596107,0.3561694303010229,0.6041291010463067,0.4275039745627981,0.3266972945380296,0.1008066800247685,0.7641970928390502,0.03654597804929307,0.008687149041501308,0.027858829007791762,0.23770465329410848,-4.25,0.5,4.75,-8.5
